text	Previous_predict	predection
  think feel little well right pitiful tum upset	0.0	0
  thank god conservative dismissive hear resort call people snowflake term like SJW discredit people	0.0	0
  //Anime gag series manga bloody fuck	1.0	1
   love badass	1.0	0
  good Antifa violent fascism	0.0	0
    game bullshit	1.0	1
  make dope ass song singer writer url	1.0	1
   antifa class antifa member school	0.0	0
              knowwhat antifa stand signifie	0.0	0
thread refer Drug Fraud far right true grinning_face_with_big_eyes	0.0	0
  Liberals liberal right	0.0	0
      difference extreme right wing conservative hint act B'Stard url	0.0	0
  fucking good	1.0	1
   frightening	0.0	0
intellectual	1.0	0
  Krazee right winger nerve bitch Antifa	1.0	1
  fuck ya mom URL	1.0	1
   different MAGA	0.0	0
10 restaurant diner fatally shoot Corpus Christi 357 Ruger Blackhawk revolver NRA call gun control research unethical	1.0	0
  not rape daughter friend 16 year old long commit suicide	1.0	0
   OMG Heath bleed daughter family hold tight tell safe folded_hand folded_hand folded_hand folded_hand folded_hand red_heart   red_heart   red_heart	0.0	0
    use conversation regularly sure case grinning_face	0.0	0
politic shame	1.0	0
   not matter say correct stupid life family live jeopardy base politico Dam fool	1.0	1
  Hate hate matter aisle bad Republicans bad lwhen liberal non partisan	0.0	1
  dead	0.0	0
   probably scream gun control	0.0	0
  Conservatives want talk scandal let start ball let busy chicken	1.0	0
   bear 69 dude url	0.0	0
issue make barbarically	0.0	0
anger entertaining	0.0	0
  antifa define strike statistic virtually parent	0.0	0
  trash	1.0	1
go prove like rest antifa bloody dangerous	1.0	1
     liberal vile vicious disgusting url	1.0	1
  liberal insert agenda	0.0	0
  2a put end Antifa fuckwit pardon language	1.0	0
public will covered Shitstream medium know	1.0	0
  asshole nerve unreal	1.0	1
  likely shift political operative GOP life long dream work outcome decade sad	1.0	0
think speak volume url	0.0	0
   ask cause death starvation hurricane	0.0	0
	0.0	0
KKK WHITE SUPREMACY shut free speech	1.0	0
steamroll 4th grader know	1.0	0
bad take lie 5 year India disappear	1.0	0
  believe mean sacrifice like Hitler	0.0	0
	1.0	0
   Everytime open mouth idiocy come embarrassment Clinton	0.0	0
  10 city avoid winter	0.0	0
  Holder prison	1.0	0
  court jester senate	1.0	0
  Satan	1.0	0
Democrats double sided hypocrisy surpise MAGA ConfirmKavanaugh pjnet url	1.0	0
Aaron Rodgers	0.0	0
bill double deduction Joe help vote Nov 6th MAGA	0.0	0
  false democrats well ConfirmKavanaugh MAGA drainthedeepstate	1.0	0
  piece shit	1.0	1
               evangelist speak fill holy spook url	1.0	0
   ridiculous go vote point apparent accept bribe	1.0	1
    Lindsey sink low rest hateful liberal	1.0	1
  Democ Rats pull Anita Hill trick derail Judge Kavanaugh confirmation work   triumph communist destroy USA MAGA	1.0	0
    arrest immediately wicked crazy democrat	1.0	1
   holier thou   Sippin wine shade MAGA	0.0	0
 	0.0	0
  think know denial	1.0	0
  thank world cartersbodysuitsweepstake	0.0	0
  Climate change climate fraud wealth redistribution scheme new	0.0	0
TheresaMay need PeoplesVote   url	0.0	0
Accuser hardcore leave activist Soros antifa type hammer 2grd	0.0	0
NRA hold Congress Democrats repug	0.0	0
  hope block Monday want page reaction Kavanaugh get confirm Supreme Court gun control effectively dead	1.0	0
    useful idiot international communism like antifa today url	1.0	1
attention desire bovine fecal post	1.0	0
uscode18ch115sec2384 yep 20yr jail time	0.0	0
  awful	1.0	0
kind love pedo dawn tv set march line resist	1.0	0
nonsense conservative strength speak GOP	0.0	0
  projection doozy far leave democratic socialist antifa member amazing	0.0	0
  ready red tsunami water_wave	0.0	0
  right housing association take lead major development investment   enable url	0.0	0
   Harrison Ford renewable energy power home power plant rest neighborhood power plant release toxin air	0.0	0
      account     Antifa twin try twist usual game	0.0	0
   shaq silver look ass face_with_tears_of_joy face_with_tears_of_joy	1.0	1
record horrible stupid shit url	1.0	1
confirmjudgekavanaughnow SenatorFeinstein DemocratsHateAmerica URL	1.0	0
thinblueline MAGA KAG bluelivesmatter LawEnforcement 2a	0.0	0
  Insanity LockThemAllUp HandCuffsForHillary MAGA url	1.0	0
  say u DESPERATE LIBERALS UR dirty tricks AINT GONNA work kavanaugh confirmed GINSBERGISNEXT rolling_on_the_floor_laughe rolling_on_the_floor_laughe rolling_on_the_floor_laughe rolling_on_the_floor_laughe rolling_on_the_floor_laughe rolling_on_the_floor_laughe rolling_on_the_floor_laughe rolling_on_the_floor_laughe rolling_on_the_floor_laughe rolling_on_the_floor_laughe rolling_on_the_floor_laughe rolling_on_the_floor_laughe rolling_on_the_floor_laughe rolling_on_the_floor_laughe rolling_on_the_floor_laughe	0.0	0
   lie	0.0	0
  ironic bad anti- 2nd Amendment legislator want activist judiciary verify gun control law maker anti cos	0.0	0
  perfect description ANTiFA fascist shit bag	1.0	1
call defence fight law	0.0	0
   testify shut fraud false memory person rape forget	1.0	1
  girl call tryna ugly ugly	1.0	0
  Conservatives policy antisemitism quote international recognition report vigour labour	0.0	0
  God terrible	1.0	0
   drag foot total WITCH hunt MAGA BestPres45 url	1.0	0
    liberal stand winnig face_with_tears_of_joy url	0.0	0
  important story business growth limitation historically low unemployment rate WI url	0.0	0
usually dead	0.0	0
      liberal address insult attack	1.0	1
  say   platform gun control reform worry kind like Kavanaugh go kill woman Gays	1.0	1
   not wat Left Liberals hve India	0.0	0
  Heil Facebook yeah pretty	0.0	0
    promise position money	0.0	0
democrats till   url	1.0	0
      legalize killing baby liberal afraid Trumps supreme court pick take away	1.0	0
  country recognize high hand authoritarian gerrymandering democratic subversion self serve Ontario conservative speak	0.0	0
  adorable	0.0	0
  get email Feinstein winking_face_with_tongue	0.0	0
  gun control	0.0	0
    right forget MAGA oncoming_fist	0.0	0
  Antifa get kill	0.0	0
  best casting announcement Riker excited love meet twice sweetest	0.0	0
   opportunistic lie sack human waste pay left turn tv Ed	1.0	1
   dog	1.0	0
  liar	1.0	0
  day free dead ass talk come cause imma block yo ass	1.0	1
  m fuck sad gif art	1.0	1
   > > > > > Funner fact company   create > > > C < < < WORLD know listen url	0.0	0
url	1.0	0
    miss Rachel Maddow look air time prove pay butt load taxis maga WalkAway	0.0	1
  go to boo ass regardless	1.0	1
  watch music video jacket hrgggg love hank dumb ass	1.0	1
  adorable ^^	0.0	0
time url	0.0	0
schutzstaffel SS intimidate opponent remind Antifa thug today Hitler get Muslims uncanny	0.0	0
   Glad wear Wranglers gun control propose stop criminal	1.0	0
   know apartment fucking problem	1.0	1
           Retweet complete follow patriot united_states tornado   police_car_light cross_mark victory_hand	0.0	0
   Best Remedy = bing nevervotedemocrat n e v e r MAGA2018	0.0	0
   MSM Democrats Liberals describe Antifa Peaceful Demonstrators opinion Democrat Army prepare war ogre ogre ogre	0.0	0
   LUCY HALE travel IM poite	0.0	0
    traitor	1.0	1
  Carrey pig face_with_symbols_on_mouth	1.0	1
  Hell fuckin yea	1.0	1
   active duty personnel know think dangerous fool maybe 100 racist military klansman support Mr. traitor pant	1.0	1
lie FBI crime         MAGA MAGAts url	0.0	1
  liberal truly outdo stunt absolutely disgusting	1.0	1
trump fake president	1.0	1
liberal leave good business day eat	1.0	0
  Antifa cloth	0.0	0
   rolling_on_the_floor_laughe rolling_on_the_floor_laughe face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy communist fool	1.0	1
  like reading leaflet Antifa BLM utter garbage	1.0	1
  sexy try	0.0	0
  cat special dog	0.0	0
  hell talk threat come gun control nut kid	1.0	1
   super underrated	0.0	0
lack Tennant Rights Profits tory sell Public Land labour	0.0	0
   cracchead lol wait leak	0.0	0
  fox sash di'd tho	1.0	0
     feel sorry greedy hide patreon dumb kid donate watch playing game whisper mic	1.0	1
example serena like happen	0.0	0
  witch	1.0	0
      rapid dog zany_face	1.0	0
United States 24/7 antifa openly advocate kill cop silence	0.0	0
black japanese America identify people race	0.0	0
  Deep State coup work	0.0	0
makeamericagreatagain AmericaFirst MAGA USA United_States	0.0	0
  disgusting sound like absolutely right think liberal start realize political game	1.0	1
  idea sorry	0.0	0
   MeToo ruin hateful demonic Democrats weaponized MEN Disgusting Democrats liberal ruin touch VoteRedToSaveAmerica MAGA	1.0	1
   dumb look	1.0	1
  rag ass Puerto rico Don mayor stop work	1.0	1
   hold happen accord 35 yr decide try ruin life despicable regardless happen	0.0	0
   unwatchable careful surf   sure stop accident bloody awful channel	1.0	0
  get pick 6 Darn flag beaming_face_with_smiling_eyes url	0.0	0
  RIP promotion try access end show	0.0	0
  hero	0.0	0
    cardboard box come pick haunted cardigan	0.0	0
  Goo goo google baby_light_skin_tone	0.0	0
  truly sly self deprecate humor swagger like say american	1.0	0
  agree Tomlins seat heat tired hear s safe regular season record waste championship opportunity shenanigan get old	0.0	0
  kind attentive thank folded_hands_medium dark_skin_tone peace	0.0	0
FYI know lot Liberals member NRA agree	0.0	0
    think try funny dog whistle prohibitionist way total fucking disgrace belittle cannabis use wanker	1.0	1
godblessamerica godblesstheworld godblessourmilitary 100thmonkey	1.0	0
good Alia good threat call goddess	1.0	0
LookUp SilentWarfare WeatherWarfare MAGA potus breakingnew url	0.0	0
  Croatian President bikini photo world hot president URL	1.0	0
      Vince Cable get bed Tories ridiculous Knighthood	1.0	1
succeed use cliche&catch phrase liberal use make look like liberal wannabe	0.0	0
   Espn joke entitled bully handle lose	1.0	0
  gun control stop illegal obtain firearm	0.0	0
  click FUCK	1.0	1
  hell queen day believe bit bullsh*t pull lie Demonrat MAGA trump2020	1.0	1
    think crack	1.0	0
    yes need gun control control	0.0	0
  liberal moral go kind drug sex child endangerment	1.0	1
impeachment law enforcement involve	0.0	0
  happen inthe GOP vote get destroy vote republican Senate ensure margin victory AMY CONEY BARRETT liberal bad nightmare	1.0	0
    CNN involve Conspiracy Theories propaganda protect Antifa guess   Bill   Bills propaganda protect state medium url	0.0	0
EqualJustice require dem conservative treat way law url	0.0	0
  resist get today face_with_rolling_eyes	0.0	0
  sure wake want fuck chud antifa super soldier serum idk	1.0	1
   racist undeserving overbear crybaby throw Tantrum like Serena Williams pull maybe racist see	1.0	1
  truth gun control human nature picture url	0.0	0
   clown_face	1.0	0
    embarrassment kick	1.0	0
   Zero evidence lmaooooooo love see liberal squirm shit like face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy	1.0	1
     daveb boring man grace SIMB thank fuck run BORED	1.0	1
  gay child die result bert ernie gay hope ur happy conservative	0.0	0
  cool way	0.0	0
  strong character corrupt house card fall fast matter time	0.0	0
    Farrakhan refer white people Blue eyed devil repeat say Jews anti semitic	1.0	1
  conference election President 30 minute Ted Lieu discuss stop Trump guy support Antifa Maxine mentor	0.0	0
   year ago LIAR total bs propaganda team trump crime past decade include  	1.0	0
dream come Illegals	1.0	0
  amazing talented hope amazing night heart_with_arrow two_heart sparkling_heart heart_with_arrow	0.0	0
  U.S. tie increase cost drug Canada Conservatives help	0.0	0
    guess mean time UK unite division circular argument	0.0	0
look like jealous hater Montel	1.0	0
   right politic place reproductive organ sex life	1.0	1
  BREATGE kpop stan u nigger	1.0	0
    walk street strict gun control USA 1 + 1 = 2	0.0	0
ignorance	1.0	0
  BITCH mean DIDNT know ZOOMED BITCH fun	1.0	1
betrayal cost election MAGA tcot KAG URL	0.0	0
make liberal look bad	1.0	1
wonder conservative work Twitter fear say url	0.0	0
  obsess   millionaire good comedian money Big Daddy Bone Spurs hand a**hole	1.0	0
  cackle different shit time watch lol	1.0	1
  stop give family air time exactly trump	0.0	0
  thank bad bitch believe URL	1.0	1
ANTIFA SUPERSIZED smiling_face_with_horn url	0.0	0
Washington Post slander Hurricanes Climate Change url tcot maga rednationrise	0.0	0
  apologize delay response want follow experience issue engineer final stage mitigate impact relate event ^ma	0.0	0
  Hillary Clinton potus oops	1.0	0
   Sad right awful consider issue pray family	0.0	0
Richard Cornuelle reclaim american Dream   9	0.0	0
  Joe swear like shit intentionally fan hospital heart attack EverybodyIn	1.0	1
  liberal like add salt beer spoil	0.0	0
   POTUS right help people heart feel politicize like liberal	0.0	0
  come sick puppy liberal Beast	1.0	1
       VOTE RED MAGA	0.0	0
stay course proud Meghan give url	0.0	0
    ass	1.0	1
                   follow retweete follow trump supporter	0.0	0
   Soutien total stop fascisme Antifa AntiFascist	0.0	0
  dem try clean sloppy kavanaugh allegation confirmjudgekavanaughnow MAGA	0.0	0
   need RICO investigation	0.0	0
   hey you shit dms aight	0.0	1
hungry feel Indian Army greatly url	1.0	0
  fuck m wire	1.0	1
  bronbron cool ok eat ass lakergang	1.0	1
brexit   deal EU   split 2   100 brexit remain	0.0	0
   thank random internet person time want shit squeeze head	1.0	1
  not guy Whoops late guy unfollowed	0.0	0
MalcolmX Liberals wise man url	0.0	0
    alive greatness Hinduism try Quran gut	0.0	0
  slap shit outta	1.0	1
    Awesome	0.0	0
   Hope come home safe god protect whr	0.0	0
America WalkAway vote live poverty SERVITUDE MAGA WWG1WGA url	1.0	0
hair ask pussy get bald think try new comb hide bad oldageproblem MAGA url	1.0	1
       lie bud listen	0.0	0
    wow good thumbs_up thumbs_up	0.0	0
MaximeBernier new party stake classical liberalvalue DonPittis | CBC News url	0.0	0
  advocate gun control right car kill drunk driver ban car alcohol	0.0	1
  love 1 bitch url	1.0	1
  let kid prostitute	1.0	0
   Antifa Tribute song url	0.0	0
  gun control anymore hate gun away hateful find let resolve anger come	0.0	1
   mental case sure	1.0	0
resist    DEMS MSM blast story imagine false story conservative count url	0.0	0
  safety Raven hope safe return soon	0.0	0
              Alt Right Antifa coward Fact TuesdayThoughts url	0.0	0
  paranoid person think fucking yale kind antifa HQ	1.0	1
bengazi trust die	1.0	0
benidorm check_mark_button creamfield check_mark_button maga check_mark_button shabby summer	0.0	0
time rare message absolute	1.0	0
geter fnma FMCC fanniegate endcorruption lockthemallup MAGA	1.0	0
  Francis force aside Church need cleanse	1.0	0
   liberal rat ass have power period cry way	1.0	1
white supremacist kill people attack	1.0	1
Golf Weekends swear time MAGA url	1.0	0
     soft little figure skate ballerinas	0.0	0
good laugh	1.0	0
   call decorate disabled veteran shame know subject make slanderous remark	1.0	0
       horrible incident hundred antifa kill anybody	1.0	0
LOL Ted Cruz think Texas voter stupid say Beto O'Rourke ban barbeque state Texas resist MAGA ridiculous url	1.0	1
crocodile tear gun control	1.0	0
  literally good believe poorly previous owner treat	0.0	0
  THIRTY AGED ZAYN SEXY jdkdkdk make EMO	0.0	0
time chance cut funding thing	0.0	0
   fantastic match	0.0	0
   liberal interoperate law reason sure flood court conservative Judges	0.0	0
	1.0	0
  think left hate gun gun violence Gun control right	1.0	1
  disgusting	1.0	1
  s Liberals pay Soros thing	1.0	0
  link knuckle go dodge like creddy	0.0	0
vanguard minority protect fraudulent vote	1.0	0
  press talk remarkable 20yr old future	0.0	0
  great model inspiration	0.0	0
       Unicorns Antifa rainbow socialist puffy heart feminazi sunshine pussy hat resist face_with_tears_of_joy rolling_on_the_floor_laughe face_with_tears_of_joy	1.0	1
  risk ass lol	1.0	1
  yea gun control debate slur	0.0	0
  wonder antifa wunderkind   want work	0.0	0
    conservative accept antisemitism definition	0.0	0
  Liberals take   slightly_frowning_face	1.0	0
  u cold bitch	1.0	1
   watch u start benghazi	0.0	0
  liberal one argue away right	0.0	0
bad government country	1.0	1
     funny liberal Democrats work fight Twitter	0.0	0
  course make money situation dem value greed power	1.0	0
maybe smart TrumpTrain tired get run unlike sycophant url	1.0	0
  world stop liberal wanna hijack process delay cost	1.0	0
  stylistic nuance trivial U shud prioritise level discretion ambiguity keep ur adult life harm Leftist Elites Antifa shocktroop	0.0	0
member terrorist Bill Clinton crush Kavanugh predator	1.0	0
      disgusting coont	1.0	1
boy boy NBD MoronsAreGoverningAmerica MAGA kavanaugh	1.0	0
  Carrey weird like peewee Herman	1.0	0
  b story watch football	1.0	0
beautiful people shameful dig   dreg society support Donald Trump          MAGA url	1.0	0
socialist like   eager collapse economy	0.0	0
stand Nancy Pelosi liberal identity politic horseshit	0.0	0
  protest right right sure money go NFL support include Nike	0.0	0
  hey brian tell time vote liberal gun away url	0.0	0
  Comedians suppose funny	0.0	0
  hey dipstick sign Kaepernick love	0.0	0
  conservative want appoint	0.0	0
   Miriam	1.0	0
  say   think sell AR15 liberal deny pro gun AR15 assault weapon sporting rifle KeepTexasRed vote	0.0	0
antifa url	1.0	0
releasethecure declassifyfisa united_states ItsTime lockthemallup WWG1WGA united_states greatawakening   win QAnon MAGA James Comey know go indict   youtube url	1.0	0
   imagine divorce case murder honor like introduce evidence book detail plan kill	0.0	0
guncontrol robbery murder selfdense Defend secondammendment want Gun Control Armed Home invader try Ambush Homeowner | Active Self Protection url	0.0	0
/Sarcasm	1.0	0
    Rooney will not need action	0.0	0
    thank creator find big list people follow person search ANTIFA Communists infect youth	0.0	0
      weird ice team slap face	0.0	0
   ask question answer	0.0	0
   legislate common sense gun control tone racist rhetoric	1.0	1
  bright light tree	0.0	0
  people hate identity politic go left hate black conservative	1.0	1
  watch movie maniac	1.0	0
   epitome class intelligence red_heart	0.0	0
  time hate horrifying feeling happen m doze jolt wide fuck awake	1.0	1
  head fuckin egg	1.0	1
  OFFF bean	0.0	0
   blight womanhood grow	1.0	0
   hate 7 year old faggot Logan fan like	1.0	0
nuisance triviality election url MAGA	1.0	0
1/ Party Conference good time remind party particularly govern party   mandate actually exactly people Brexit	0.0	0
speak thing know sit little boy	0.0	0
today neo nazi Aka antifa thegreatawakene MAGA QAnon	1.0	0
   hypocrite stabber like boss applaud clip neighbor help need help url	1.0	1
   mean permission sit panel denigrate president country negotiate	0.0	0
   Lol successful president lifetime undo damage Obummer set America right path MAGA	0.0	0
   s silly 90 cartoon popular fuck	1.0	1
     know well use common sense hypocritical liberal keithellisonabuse	1.0	0
  gorgeous little mini red_heart   cherry_blossom	0.0	0
NJ United_States November 6th NJ r RINO united_state mid term NJ True Red r	0.0	0
know read script	1.0	0
             Glad ok	0.0	0
    fake lol	1.0	0
	1.0	0
  Comey piss Constitution rat need away face consequence	1.0	1
FBI work know safe&llook	0.0	0
pretend dementia libs MAGA url	1.0	0
Lebron amazing swallow clear beat deplorable believe MAGA scott adam	0.0	0
throw   buck showalt throw	1.0	0
   terrorist organization exactly antifa name criminal organization	0.0	0
  jail family criminal	1.0	0
   mohammadhassankhalid traitor USA fellow Islamists unlikely enjoy long happy healthy life base poor decision make skill value	0.0	0
  nah coz cunt block	1.0	0
  legacy crap want save crap	1.0	0
   see vague confirm	1.0	0
thing gun control vote racist payday loan bill	1.0	1
    wonder love drug deal boyfriend work Burger King	1.0	0
  sex symbol rap LMAOOO BITCH YOUre FAT FUCK anyways tryna fight	1.0	1
  globalist tool	0.0	0
  like Haiti Obama Clinton	0.0	0
  say support gun control legitimate life experience know people deservedly get shoot Dorner	0.0	0
rare mass shooting event D.C. Vegas exception	0.0	0
MondayMotivation instead MAGA MAAA America America rest world miss	0.0	0
  wrongfully characterize fucking truth guy ignorant	1.0	1
  Republican mean	1.0	0
  double life veronique	0.0	0
   bio relevant piece shit thinking_face eye	0.0	1
  hey bono- turn Dublin hotel refugee Asshole	1.0	1
  hear Hillary beeche moan dang witch tired complain	1.0	0
  conservative Kansas join claim Christine Blasey Ford make false accusation support   time cus level stupidity hallmark	1.0	1
       see Denver week traumatized Cohen owe life D List	0.0	0
   Glorita sparkle Venezuela	0.0	0
LGBTQ right VIOLATE immigrant url	1.0	0
  face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy mad tired	0.0	0
  love YO CUTE ASS	1.0	1
  Proof conservative suck satire backhand_index_pointing_up	0.0	1
  scary	0.0	0
   USA WW2 soldier Antifa anti fascist kill	0.0	1
   damn straight good vibe come November hundred_point hundred_point hundred_point thumbs_up_medium light_skin_tone thumbs_up_medium light_skin_tone � � medium light_skin_tone	1.0	0
   Fuuckkkk youuuuu	1.0	0
  amazing reporter scared truth tell MAGA releasethedocument	0.0	0
  like bad good way miscast amazing	0.0	0
  thank bro glad think bro amazing	0.0	0
   lot religious conservative hopefully Beto get bunch unlikely voter poll capture	1.0	0
party waste money new approach zero guarantee	0.0	0
   embarrassment	1.0	0
    tell Cincinatti murder Fifth Bank say firearm apparently legally purchase hard clamor fail gun control 2a url	0.0	0
  antifa	0.0	0
    happen lose URL	0.0	0
   coward mask Antifa true fascist	1.0	1
     Lord Pies keep c*ck holst shut give toss Hollyweirdo MAGA	1.0	0
  missus horse fuck right chase like bell end	1.0	1
  justdoit nike	0.0	0
